timestamp,timestamp_unix,open,high,low,close,volume
2023-04-03,1.680480e+09,28171.87000000,28500.99000000,27200.24000000,27800.00000000,79180.01405000
2023-04-04,1.680566e+09,27800.00000000,28444.44000000,27662.79000000,28165.47000000,49722.55691000
2023-04-05,1.680653e+09,28165.47000000,28775.00000000,27805.10000000,28170.01000000,60737.64732000
2023-04-06,1.680739e+09,28170.01000000,28182.05000000,27711.00000000,28033.82000000,40118.94963000
2023-04-07,1.680826e+09,28033.83000000,28100.00000000,27766.94000000,27906.33000000,24762.09387000
2023-04-08,1.680912e+09,27906.34000000,28154.99000000,27859.02000000,27938.38000000,19479.96735000
2023-04-09,1.680998e+09,27938.38000000,28530.00000000,27800.00000000,28323.76000000,32531.16101000
2023-04-10,1.681085e+09,28323.76000000,29770.00000000,28170.00000000,29637.34000000,67754.06220000
2023-04-11,1.681171e+09,29637.35000000,30550.00000000,29590.00000000,30200.42000000,67990.07621000
2023-04-12,1.681258e+09,30200.43000000,30486.00000000,29637.40000000,29888.07000000,62049.48451000
2023-04-13,1.681344e+09,29888.07000000,30595.00000000,29854.59000000,30373.84000000,51934.11731000
2023-04-14,1.681430e+09,30373.84000000,31000.00000000,29966.00000000,30466.93000000,75984.19452000
2023-04-15,1.681517e+09,30466.93000000,30595.60000000,30202.00000000,30295.09000000,25429.81247000
2023-04-16,1.681603e+09,30295.10000000,30549.99000000,30120.00000000,30304.65000000,26431.99322000
2023-04-17,1.681690e+09,30304.66000000,30316.06000000,29240.65000000,29430.27000000,56441.81127000
2023-04-18,1.681776e+09,29430.27000000,30485.00000000,29096.78000000,30380.01000000,62004.89434000
2023-04-19,1.681862e+09,30380.01000000,30413.53000000,28520.00000000,28797.10000000,86575.48656000
2023-04-20,1.681949e+09,28797.10000000,29088.30000000,28010.00000000,28243.65000000,76879.09372000
2023-04-21,1.682035e+09,28243.65000000,28374.02000000,27125.00000000,27262.84000000,77684.76790000
2023-04-22,1.682122e+09,27262.84000000,27882.72000000,27140.35000000,27816.85000000,36023.69686000
2023-04-23,1.682208e+09,27816.85000000,27816.85000000,27311.25000000,27590.60000000,34812.09581000
2023-04-24,1.682294e+09,27590.59000000,28000.00000000,26942.82000000,27510.93000000,53111.56874000
2023-04-25,1.682381e+09,27510.93000000,28399.99000000,27192.00000000,28300.79000000,52325.14637000
2023-04-26,1.682467e+09,28300.80000000,30036.00000000,27235.00000000,28415.29000000,129228.40403000
2023-04-27,1.682554e+09,28415.29000000,29890.00000000,28378.86000000,29472.77000000,95430.82431000
2023-04-28,1.682640e+09,29472.77000000,29599.54000000,28891.00000000,29311.70000000,54298.16578000
2023-04-29,1.682726e+09,29311.69000000,29448.88000000,29031.00000000,29230.45000000,20466.83058000
2023-04-30,1.682813e+09,29230.45000000,29969.39000000,29079.59000000,29233.21000000,39752.53720000
2023-05-01,1.682899e+09,29233.20000000,29337.34000000,27666.95000000,28068.26000000,64433.65958000
2023-05-02,1.682986e+09,28068.26000000,28879.88000000,27872.00000000,28669.86000000,50824.52240000
2023-05-03,1.683072e+09,28669.85000000,29266.66000000,28113.69000000,29026.16000000,64615.79213000
2023-05-04,1.683158e+09,29026.16000000,29379.83000000,28663.64000000,28838.16000000,42575.47501000
2023-05-05,1.683245e+09,28838.16000000,29677.00000000,28800.00000000,29505.61000000,58415.83048000
2023-05-06,1.683331e+09,29505.60000000,29820.00000000,28300.00000000,28848.20000000,49249.28459000
2023-05-07,1.683418e+09,28848.19000000,29138.29000000,28395.23000000,28430.10000000,30003.41028000
2023-05-08,1.683504e+09,28430.09000000,28631.01000000,27262.00000000,27668.79000000,68244.36179000
2023-05-09,1.683590e+09,27668.80000000,27818.00000000,27353.00000000,27628.27000000,40113.31069000
2023-05-10,1.683677e+09,27628.28000000,28331.42000000,26777.00000000,27598.75000000,71155.11355000
2023-05-11,1.683763e+09,27598.74000000,27630.14000000,26702.05000000,26968.62000000,47635.31365000
2023-05-12,1.683850e+09,26968.61000000,27091.12000000,25811.46000000,26795.01000000,67207.93494000
2023-05-13,1.683936e+09,26795.01000000,27045.45000000,26692.03000000,26775.28000000,22814.90421000
2023-05-14,1.684022e+09,26775.27000000,27200.00000000,26560.53000000,26917.62000000,21594.80360000
2023-05-15,1.684109e+09,26917.61000000,27663.59000000,26726.00000000,27162.14000000,40430.08333000
2023-05-16,1.684195e+09,27162.15000000,27296.89000000,26852.11000000,27033.84000000,33270.45451000
2023-05-17,1.684282e+09,27033.85000000,27500.00000000,26544.71000000,27405.61000000,42958.97785000
2023-05-18,1.684368e+09,27405.62000000,27485.33000000,26361.20000000,26821.28000000,49198.65143000
2023-05-19,1.684454e+09,26821.28000000,27183.60000000,26630.00000000,26880.26000000,28754.13544000
2023-05-20,1.684541e+09,26880.26000000,27150.00000000,26825.11000000,27102.43000000,14434.54718000
2023-05-21,1.684627e+09,27102.42000000,27277.55000000,26666.03000000,26747.78000000,21347.87279000
2023-05-22,1.684714e+09,26747.78000000,27099.89000000,26538.21000000,26849.27000000,26458.83828000
2023-05-23,1.684800e+09,26849.28000000,27495.83000000,26798.11000000,27219.61000000,38700.83858000
2023-05-24,1.684886e+09,27219.61000000,27219.61000000,26080.50000000,26329.01000000,54393.06570000
2023-05-25,1.684973e+09,26329.00000000,26631.98000000,25871.89000000,26473.79000000,37435.44895000
2023-05-26,1.685059e+09,26473.80000000,26932.16000000,26327.24000000,26705.92000000,35061.18713000
2023-05-27,1.685146e+09,26705.93000000,26895.00000000,26551.00000000,26854.27000000,15095.68670000
2023-05-28,1.685232e+09,26854.28000000,28261.32000000,26764.36000000,28065.00000000,43916.00855000
2023-05-29,1.685318e+09,28065.01000000,28447.14000000,27524.60000000,27736.40000000,42385.41945000
2023-05-30,1.685405e+09,27736.39000000,28038.59000000,27554.00000000,27694.40000000,32686.75371000
2023-05-31,1.685491e+09,27694.39000000,27835.51000000,26839.01000000,27210.35000000,46588.80573000
2023-06-01,1.685578e+09,27210.36000000,27350.00000000,26605.05000000,26817.93000000,39217.80880000
2023-06-02,1.685664e+09,26817.93000000,27300.00000000,26505.00000000,27242.59000000,36380.90269000
2023-06-03,1.685750e+09,27242.59000000,27333.29000000,26914.93000000,27069.22000000,16595.34117000
2023-06-04,1.685837e+09,27069.22000000,27455.02000000,26951.00000000,27115.21000000,19258.41049000
2023-06-05,1.685923e+09,27115.20000000,27129.33000000,25388.00000000,25728.20000000,65805.60305000
2023-06-06,1.686010e+09,25728.20000000,27355.33000000,25351.02000000,27230.08000000,68392.60438000
2023-06-07,1.686096e+09,27230.07000000,27391.77000000,26125.01000000,26339.34000000,59619.44364000
2023-06-08,1.686182e+09,26339.34000000,26810.00000000,26210.00000000,26498.61000000,31075.51083000
2023-06-09,1.686269e+09,26498.62000000,26783.33000000,26269.91000000,26477.81000000,27934.70970000
2023-06-10,1.686355e+09,26477.80000000,26533.87000000,25358.00000000,25841.21000000,64944.60108000
2023-06-11,1.686442e+09,25841.22000000,26206.88000000,25634.70000000,25925.55000000,30014.29595000
2023-06-12,1.686528e+09,25925.54000000,26106.48000000,25602.11000000,25905.19000000,29900.50893000
2023-06-13,1.686614e+09,25905.20000000,26433.21000000,25712.57000000,25934.25000000,41065.60853000
2023-06-14,1.686701e+09,25934.24000000,26098.00000000,24820.56000000,25128.60000000,45077.31608000
2023-06-15,1.686787e+09,25128.60000000,25759.01000000,24800.00000000,25598.49000000,48664.86063000
2023-06-16,1.686874e+09,25598.49000000,26518.00000000,25175.56000000,26345.00000000,51596.91662000
2023-06-17,1.686960e+09,26345.01000000,26839.99000000,26181.00000000,26516.99000000,27842.21950000
2023-06-18,1.687046e+09,26516.99000000,26700.00000000,26255.85000000,26339.97000000,21538.31022000
2023-06-19,1.687133e+09,26339.98000000,27068.09000000,26256.61000000,26844.35000000,35872.65974000
2023-06-20,1.687219e+09,26844.35000000,28402.74000000,26652.00000000,28307.99000000,69666.95525000
2023-06-21,1.687306e+09,28308.00000000,30800.00000000,28257.99000000,29993.89000000,108926.40412000
2023-06-22,1.687392e+09,29993.89000000,30500.00000000,29525.61000000,29884.92000000,59054.56460000
2023-06-23,1.687478e+09,29884.92000000,31431.94000000,29800.00000000,30688.50000000,73931.89635000
2023-06-24,1.687565e+09,30688.51000000,30800.00000000,30250.00000000,30527.43000000,30513.30135000
2023-06-25,1.687651e+09,30527.44000000,31046.01000000,30277.49000000,30462.66000000,30223.44801000
2023-06-26,1.687738e+09,30462.67000000,30666.00000000,29930.00000000,30267.99000000,45180.41489000
2023-06-27,1.687824e+09,30267.99000000,30994.97000000,30226.17000000,30692.44000000,42699.64157000
2023-06-28,1.687910e+09,30692.44000000,30709.74000000,29858.80000000,30077.41000000,40463.51937000
2023-06-29,1.687997e+09,30077.40000000,30843.98000000,30049.98000000,30447.31000000,36330.62903000
2023-06-30,1.688083e+09,30447.31000000,31282.00000000,29500.00000000,30472.00000000,89419.07618000
2023-07-01,1.688170e+09,30471.99000000,30661.60000000,30320.57000000,30585.90000000,17501.75075000
2023-07-02,1.688256e+09,30585.90000000,30791.00000000,30155.00000000,30617.03000000,23286.41019000
2023-07-03,1.688342e+09,30617.02000000,31380.00000000,30570.27000000,31156.20000000,43761.64311000
2023-07-04,1.688429e+09,31156.20000000,31350.69000000,30620.00000000,30766.51000000,33206.11943000
2023-07-05,1.688515e+09,30766.52000000,30878.07000000,30200.00000000,30504.81000000,33215.67122000
2023-07-06,1.688602e+09,30504.80000000,31500.00000000,29850.45000000,29895.43000000,71319.62610000
2023-07-07,1.688688e+09,29895.42000000,30449.00000000,29701.02000000,30344.70000000,34070.53895000
2023-07-08,1.688774e+09,30344.70000000,30386.81000000,30044.47000000,30284.63000000,13094.59042000
2023-07-09,1.688861e+09,30284.63000000,30445.52000000,30061.12000000,30160.71000000,15388.50196000
2023-07-10,1.688947e+09,30160.71000000,31045.78000000,29950.00000000,30411.57000000,41262.87652000
2023-07-11,1.689034e+09,30411.57000000,30813.63000000,30300.00000000,30622.10000000,28476.83311000
2023-07-12,1.689120e+09,30622.10000000,30983.25000000,30210.00000000,30380.00000000,38108.99669000
2023-07-13,1.689206e+09,30380.00000000,31804.20000000,30251.00000000,31454.23000000,70772.51836000
2023-07-14,1.689293e+09,31454.23000000,31630.00000000,29900.00000000,30312.01000000,60749.48424000
2023-07-15,1.689379e+09,30312.00000000,30390.90000000,30200.00000000,30289.52000000,14118.55329000
2023-07-16,1.689466e+09,30289.52000000,30441.46000000,30064.29000000,30231.99000000,15760.12810000
2023-07-17,1.689552e+09,30232.00000000,30336.96000000,29659.20000000,30138.00000000,30882.76839000
2023-07-18,1.689638e+09,30138.01000000,30239.78000000,29512.00000000,29859.13000000,30003.86010000
2023-07-19,1.689725e+09,29859.14000000,30189.09000000,29761.96000000,29909.21000000,25657.36137000
2023-07-20,1.689811e+09,29909.21000000,30417.46000000,29570.96000000,29800.00000000,37540.68193000
2023-07-21,1.689898e+09,29800.00000000,30061.70000000,29726.34000000,29901.72000000,23881.40865000
2023-07-22,1.689984e+09,29901.72000000,29999.00000000,29625.10000000,29794.00000000,14660.40467000
2023-07-23,1.690070e+09,29793.99000000,30350.00000000,29730.00000000,30083.75000000,18292.78637000
2023-07-24,1.690157e+09,30083.75000000,30099.58000000,28861.90000000,29176.50000000,39628.99691000
2023-07-25,1.690243e+09,29176.50000000,29376.00000000,29047.65000000,29228.91000000,21565.74780000
2023-07-26,1.690330e+09,29228.91000000,29690.00000000,29096.94000000,29351.96000000,33931.63366000
2023-07-27,1.690416e+09,29351.95000000,29567.49000000,29083.85000000,29222.78000000,22476.47626000
2023-07-28,1.690502e+09,29222.78000000,29542.22000000,29123.12000000,29314.14000000,23993.61627000
2023-07-29,1.690589e+09,29314.14000000,29406.92000000,29256.18000000,29352.90000000,10851.36844000
2023-07-30,1.690675e+09,29352.90000000,29449.00000000,29033.24000000,29281.09000000,15706.97441000
2023-07-31,1.690762e+09,29281.09000000,29530.00000000,29101.80000000,29232.25000000,22605.48964000
2023-08-01,1.690848e+09,29232.26000000,29739.25000000,28585.70000000,29705.99000000,44719.65162000
2023-08-02,1.690934e+09,29705.99000000,30047.50000000,28927.50000000,29186.01000000,48181.65141000
2023-08-03,1.691021e+09,29186.00000000,29433.33000000,28968.00000000,29193.64000000,26476.91994000
2023-08-04,1.691107e+09,29193.65000000,29333.08000000,28807.54000000,29113.99000000,23551.95217000
2023-08-05,1.691194e+09,29114.00000000,29152.23000000,28978.64000000,29072.13000000,11645.52018000
2023-08-06,1.691280e+09,29072.13000000,29205.09000000,28991.88000000,29088.42000000,13178.19720000
2023-08-07,1.691366e+09,29088.43000000,29276.78000000,28701.03000000,29211.06000000,30966.87746000
2023-08-08,1.691453e+09,29211.06000000,30244.00000000,29146.45000000,29770.42000000,45700.53392000
2023-08-09,1.691539e+09,29770.41000000,30160.00000000,29376.67000000,29581.99000000,38003.88725000
2023-08-10,1.691626e+09,29581.99000000,29738.00000000,29320.20000000,29455.75000000,23463.45373000
2023-08-11,1.691712e+09,29455.76000000,29564.52000000,29252.45000000,29426.03000000,20637.04430000
2023-08-12,1.691798e+09,29426.02000000,29481.35000000,29381.56000000,29430.17000000,8971.48068000
2023-08-13,1.691885e+09,29430.18000000,29474.65000000,29272.32000000,29303.84000000,11101.70947000
2023-08-14,1.691971e+09,29303.85000000,29695.32000000,29102.45000000,29430.93000000,31443.11532000
2023-08-15,1.692058e+09,29430.92000000,29499.26000000,29059.60000000,29200.00000000,27503.87691000
2023-08-16,1.692144e+09,29200.01000000,29259.85000000,28723.08000000,28730.51000000,32996.69854000
2023-08-17,1.692230e+09,28730.51000000,28783.48000000,25166.00000000,26623.41000000,100271.54033000
2023-08-18,1.692317e+09,26623.41000000,26832.60000000,25619.00000000,26054.00000000,69790.65711000
2023-08-19,1.692403e+09,26054.00000000,26281.00000000,25801.09000000,26100.01000000,26160.75343000
2023-08-20,1.692490e+09,26100.01000000,26299.00000000,25971.05000000,26189.99000000,19056.91209000
2023-08-21,1.692576e+09,26190.00000000,26258.42000000,25812.00000000,26126.92000000,30267.24233000
2023-08-22,1.692662e+09,26126.92000000,26139.42000000,25300.00000000,26056.00000000,34247.06688000
2023-08-23,1.692749e+09,26055.99000000,26819.27000000,25812.82000000,26432.72000000,44023.69978000
2023-08-24,1.692835e+09,26432.71000000,26577.87000000,25864.00000000,26180.05000000,30205.22116000
2023-08-25,1.692922e+09,26180.05000000,26314.05000000,25777.15000000,26060.01000000,27753.33772000
2023-08-26,1.693008e+09,26060.00000000,26125.77000000,25985.92000000,26017.37000000,10022.22322000
2023-08-27,1.693094e+09,26017.38000000,26182.23000000,25966.11000000,26101.77000000,12099.64216000
2023-08-28,1.693181e+09,26101.78000000,26253.99000000,25864.50000000,26120.00000000,22692.62655000
2023-08-29,1.693267e+09,26120.00000000,28142.85000000,25922.00000000,27716.34000000,74251.99488000
2023-08-30,1.693354e+09,27716.34000000,27768.57000000,27017.24000000,27299.99000000,35448.25848000
2023-08-31,1.693440e+09,27299.99000000,27587.51000000,25655.01000000,25940.78000000,51032.80401000
2023-09-01,1.693526e+09,25940.77000000,26156.00000000,25333.75000000,25805.05000000,41032.15056000
2023-09-02,1.693613e+09,25805.04000000,25987.50000000,25752.47000000,25869.51000000,16250.77698000
2023-09-03,1.693699e+09,25869.52000000,26135.00000000,25800.00000000,25971.21000000,17474.47667000
2023-09-04,1.693786e+09,25971.21000000,26108.02000000,25631.21000000,25826.02000000,21777.59609000
2023-09-05,1.693872e+09,25826.03000000,25915.49000000,25562.62000000,25792.10000000,21323.39337000
2023-09-06,1.693958e+09,25792.11000000,26040.00000000,25372.51000000,25759.95000000,27262.52386000
2023-09-07,1.694045e+09,25759.95000000,26443.14000000,25615.38000000,26255.00000000,27687.49567000
2023-09-08,1.694131e+09,26255.00000000,26445.50000000,25647.26000000,25910.50000000,28999.76471000
2023-09-09,1.694218e+09,25910.50000000,25945.09000000,25796.64000000,25901.61000000,10980.62277000
2023-09-10,1.694304e+09,25901.60000000,26033.66000000,25570.57000000,25841.61000000,18738.26914000
2023-09-11,1.694390e+09,25841.60000000,25900.69000000,24901.00000000,25162.52000000,41682.32000000
2023-09-12,1.694477e+09,25162.53000000,26567.00000000,25131.48000000,25840.10000000,56434.38537000
2023-09-13,1.694563e+09,25840.10000000,26405.22000000,25764.17000000,26222.00000000,31610.82753000
2023-09-14,1.694650e+09,26222.00000000,26860.49000000,26126.77000000,26522.73000000,38333.17250000
2023-09-15,1.694736e+09,26522.73000000,26888.00000000,26224.00000000,26600.00000000,26227.29369000
2023-09-16,1.694822e+09,26599.99000000,26777.00000000,26445.00000000,26559.67000000,13960.93351000
2023-09-17,1.694909e+09,26559.67000000,26623.25000000,26399.00000000,26527.51000000,12998.10277000
2023-09-18,1.694995e+09,26527.50000000,27409.00000000,26377.35000000,26762.51000000,43000.43256000
2023-09-19,1.695082e+09,26762.50000000,27483.57000000,26667.79000000,27210.26000000,36190.52187000
2023-09-20,1.695168e+09,27210.25000000,27388.63000000,26800.00000000,27125.00000000,34207.21867000
2023-09-21,1.695254e+09,27125.01000000,27159.60000000,26377.70000000,26568.08000000,34476.82662000
2023-09-22,1.695341e+09,26568.08000000,26743.38000000,26468.77000000,26580.14000000,18198.22920000
